('N_VERTICES', 'CHANCE_ARESTA', 'ALFA', 'BETA', 'ITERACOES FORMIGAS', 'QTD_FORMIGAS', 'QTD_ABELHAS', 'QTD_HQ', 'RODADAS', 'TIPO_ALG_FORMIGAS', 'REDUZ_GRAFO', 'CALCULA_CAM_ABELHA')
(15, 0.4, 0.1, 2.5, 50, 20, 4, 3, 1000, 1, 1, 1)
