('QTD DE FORMIGAS: ', 20)
('QTD DE HQs: ', 3)
('QTD DE Abelhas: ', 4)
('NOME ', 'COL-21V', ' | LOCAL: ', 13)
('NOME ', 'COL-19T', ' | LOCAL: ', 5)
('NOME ', 'COL-12M', ' | LOCAL: ', 2)
('PRE REDUZ GRAFO: ', {0: 4, 1: 8, 2: 6, 3: 5, 4: 8, 5: 5, 6: 5, 7: 6, 8: 4, 9: 6, 10: 6, 11: 9, 12: 7, 13: 6, 14: 9})
('EVENTO', 'NOME', 'INTENSIDADE', 'PONTO', 'GRAU', 'RODADAS', 'STATUS')
('EVENTO:', 'Golpe de Estado6295612936073352289058816147377078266539', 2, 9, 5, 714, 'ATIVO')
('EVENTO:', 'Golpe de Estado6295612936073352289058816147377078266539', 2, 9, 5, 714, 'COMPLETO')
('EVENTO:', 'Mulher em Trabalho de Parto11236684772154293027482945142165937113712', 1, 9, 5, 717, 'ATIVO')
('EVENTO:', 'Mulher em Trabalho de Parto11236684772154293027482945142165937113712', 1, 9, 5, 717, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente1998549344102108361386352211424696348773', 2, 5, 3, 720, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente1998549344102108361386352211424696348773', 2, 5, 3, 720, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10141440070112903193544009263702556467262', 3, 1, 3, 723, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10141440070112903193544009263702556467262', 3, 1, 3, 724, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito829188581691640089589829554047725254766', 1, 6, 2, 726, 'ATIVO')
('EVENTO:', 'Individuo Suspeito829188581691640089589829554047725254766', 1, 6, 2, 728, 'COMPLETO')
('EVENTO:', 'Briga1316641803403368121613266159303220499987', 3, 7, 3, 729, 'ATIVO')
('EVENTO:', 'Briga1316641803403368121613266159303220499987', 3, 7, 3, 731, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17335938335319220237168798597583193413251', 1, 14, 3, 732, 'ATIVO')
('EVENTO:', 'Soldado Ferido17335938335319220237168798597583193413251', 1, 14, 3, 734, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14181947651230735479239689335298285515782', 1, 4, 5, 735, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14181947651230735479239689335298285515782', 1, 4, 5, 735, 'COMPLETO')
('EVENTO:', 'Tiroteio18187981783818848628195736671212179139674', 1, 11, 3, 738, 'ATIVO')
('EVENTO:', 'Tiroteio18187981783818848628195736671212179139674', 1, 11, 3, 739, 'COMPLETO')
('EVENTO:', 'Assalto0251722556200834695527251178678031924482', 2, 7, 3, 741, 'ATIVO')
('EVENTO:', 'Assalto0251722556200834695527251178678031924482', 2, 7, 3, 743, 'COMPLETO')
('EVENTO:', 'Resgate16169787571467801052692249955939645969452', 3, 14, 3, 744, 'ATIVO')
('EVENTO:', 'Resgate16169787571467801052692249955939645969452', 3, 14, 3, 746, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente19145366262087913127187153472891607243809', 1, 13, 2, 747, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente19145366262087913127187153472891607243809', 1, 13, 2, 747, 'COMPLETO')
('EVENTO:', 'Corrida de Rua210152501495686031617793200392957016582', 1, 7, 3, 750, 'ATIVO')
('EVENTO:', 'Corrida de Rua210152501495686031617793200392957016582', 1, 7, 3, 752, 'COMPLETO')
('EVENTO:', 'Assalto0218801548937258461486069287355812812545', 3, 1, 3, 753, 'ATIVO')
('EVENTO:', 'Assalto0218801548937258461486069287355812812545', 3, 1, 3, 754, 'COMPLETO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3226718546047030594680241430010654119326', 2, 6, 2, 756, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3226718546047030594680241430010654119326', 2, 6, 2, 758, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio4329645973749144009562125457061232929409', 2, 13, 2, 759, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio4329645973749144009562125457061232929409', 2, 13, 2, 759, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13252334163721113087693325140204179720648', 3, 8, 3, 762, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13252334163721113087693325140204179720648', 3, 8, 3, 764, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada996158413521675691525515613154480168136', 1, 7, 3, 765, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada996158413521675691525515613154480168136', 1, 7, 3, 767, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9156046196435772946211755682560295241563', 3, 8, 3, 768, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9156046196435772946211755682560295241563', 3, 8, 3, 770, 'COMPLETO')
('EVENTO:', 'Navio Afundando12298530790814449334459634594553321480510', 1, 7, 3, 771, 'ATIVO')
('EVENTO:', 'Navio Afundando12298530790814449334459634594553321480510', 1, 7, 3, 773, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada925372049256047965577155095691426335687', 3, 8, 3, 774, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada925372049256047965577155095691426335687', 3, 8, 3, 776, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito8328027190218807936265940944222828777845', 2, 14, 3, 777, 'ATIVO')
('EVENTO:', 'Individuo Suspeito8328027190218807936265940944222828777845', 2, 14, 3, 779, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10291116880261593670658341008175331211287', 2, 12, 3, 780, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10291116880261593670658341008175331211287', 2, 12, 3, 782, 'COMPLETO')
('EVENTO:', 'Fuga5115754350356702552155400956481638760006', 3, 8, 3, 783, 'ATIVO')
('EVENTO:', 'Fuga5115754350356702552155400956481638760006', 3, 8, 3, 785, 'COMPLETO')
('EVENTO:', 'Assalto0169906913797923439246515380430367129392', 3, 12, 3, 786, 'ATIVO')
('EVENTO:', 'Assalto0169906913797923439246515380430367129392', 3, 12, 3, 788, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10168789754414951404906974124848151637286', 1, 3, 4, 789, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10168789754414951404906974124848151637286', 1, 3, 4, 790, 'COMPLETO')
('EVENTO:', 'Navio Afundando1214011623065097417791490180064250582715', 1, 11, 3, 792, 'ATIVO')
('EVENTO:', 'Navio Afundando1214011623065097417791490180064250582715', 1, 11, 3, 793, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio4208834153637980227674699278817331353894', 2, 2, 5, 795, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio4208834153637980227674699278817331353894', 2, 2, 5, 795, 'COMPLETO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3254261099443629932267839521822907202104', 3, 13, 2, 798, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3254261099443629932267839521822907202104', 3, 13, 2, 798, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas7156797941993014021635902068531515866741', 1, 6, 2, 801, 'ATIVO')
('EVENTO:', 'Hospital em Chamas7156797941993014021635902068531515866741', 1, 6, 2, 803, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14293157415053741541364752507731755321395', 3, 5, 3, 804, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14293157415053741541364752507731755321395', 3, 5, 3, 804, 'COMPLETO')
('EVENTO:', 'Mulher em Trabalho de Parto11307372137988004986984025595152755420647', 1, 12, 3, 807, 'ATIVO')
('EVENTO:', 'Mulher em Trabalho de Parto11307372137988004986984025595152755420647', 1, 12, 3, 809, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente1997174620717899473703488201629889079734', 1, 5, 3, 810, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente1997174620717899473703488201629889079734', 1, 5, 3, 810, 'COMPLETO')
('EVENTO:', 'Resgate1630971637958623660790762896497725781635', 2, 9, 5, 813, 'ATIVO')
('EVENTO:', 'Resgate1630971637958623660790762896497725781635', 2, 9, 5, 813, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13146647105801683958984504508231469791056', 2, 2, 5, 816, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13146647105801683958984504508231469791056', 2, 2, 5, 816, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17292870183053055718866933398412003538592', 2, 10, 4, 819, 'ATIVO')
('EVENTO:', 'Soldado Ferido17292870183053055718866933398412003538592', 2, 10, 4, 820, 'COMPLETO')
('EVENTO:', 'Resgate16325727434821246434086529928549946505834', 3, 6, 2, 822, 'ATIVO')
('EVENTO:', 'Resgate16325727434821246434086529928549946505834', 3, 6, 2, 824, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas7286469577630081840697799580937238044195', 2, 12, 3, 825, 'ATIVO')
('EVENTO:', 'Hospital em Chamas7286469577630081840697799580937238044195', 2, 12, 3, 827, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada952731407790233377851270536681474444083', 2, 5, 3, 828, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada952731407790233377851270536681474444083', 2, 5, 3, 828, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio411412954108636518644363014891943135962', 2, 11, 3, 831, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio411412954108636518644363014891943135962', 2, 11, 3, 832, 'COMPLETO')
('EVENTO:', 'Tiroteio1834443120226322300823306877422401035075', 2, 6, 2, 834, 'ATIVO')
('EVENTO:', 'Tiroteio1834443120226322300823306877422401035075', 2, 6, 2, 836, 'COMPLETO')
('EVENTO:', 'Assalto0135883699572831285500920865191469480957', 1, 3, 4, 837, 'ATIVO')
('EVENTO:', 'Assalto0135883699572831285500920865191469480957', 1, 3, 4, 838, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14318913155155713886830529793912415786245', 3, 13, 2, 840, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14318913155155713886830529793912415786245', 3, 13, 2, 840, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17184648373996765248012524552220018791323', 2, 14, 3, 843, 'ATIVO')
('EVENTO:', 'Soldado Ferido17184648373996765248012524552220018791323', 2, 14, 3, 845, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente19330166983330122162603466631536953186074', 3, 2, 5, 846, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente19330166983330122162603466631536953186074', 3, 2, 5, 846, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito8130615063142464685044134266554814038726', 3, 1, 3, 849, 'ATIVO')
('EVENTO:', 'Individuo Suspeito8130615063142464685044134266554814038726', 3, 1, 3, 850, 'COMPLETO')
('EVENTO:', 'Quadrilha15189453186810193698181557304663715701574', 3, 10, 4, 852, 'ATIVO')
('EVENTO:', 'Quadrilha15189453186810193698181557304663715701574', 3, 10, 4, 853, 'COMPLETO')
('EVENTO:', 'Tiroteio18118691150144030869097859514670665323620', 1, 14, 3, 855, 'ATIVO')
('EVENTO:', 'Tiroteio18118691150144030869097859514670665323620', 1, 14, 3, 857, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10192560791414636778844557846850504052387', 1, 4, 5, 858, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10192560791414636778844557846850504052387', 1, 4, 5, 858, 'COMPLETO')
('EVENTO:', 'Tiroteio18220430887933176410929447551425942311017', 2, 6, 2, 861, 'ATIVO')
('EVENTO:', 'Tiroteio18220430887933176410929447551425942311017', 2, 6, 2, 863, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17313863049577738349383491139991240689473', 3, 12, 3, 864, 'ATIVO')
('EVENTO:', 'Soldado Ferido17313863049577738349383491139991240689473', 3, 12, 3, 866, 'COMPLETO')
('EVENTO:', 'Mulher em Trabalho de Parto11225758298013984095222738500964757115759', 3, 7, 3, 867, 'ATIVO')
('EVENTO:', 'Mulher em Trabalho de Parto11225758298013984095222738500964757115759', 3, 7, 3, 869, 'COMPLETO')
('EVENTO:', 'Resgate16118360865751447196435235429671178006929', 1, 1, 3, 870, 'ATIVO')
('EVENTO:', 'Resgate16118360865751447196435235429671178006929', 1, 1, 3, 871, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente19131899401723297935634409804494826122617', 2, 8, 3, 873, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente19131899401723297935634409804494826122617', 2, 8, 3, 875, 'COMPLETO')
('EVENTO:', 'Resgate1634226151276488185361387115166796700798', 2, 3, 4, 876, 'ATIVO')
('EVENTO:', 'Resgate1634226151276488185361387115166796700798', 2, 3, 4, 877, 'COMPLETO')
('EVENTO:', 'Navio Afundando1267193089374344743788924097858217120562', 2, 3, 4, 879, 'ATIVO')
('EVENTO:', 'Navio Afundando1267193089374344743788924097858217120562', 2, 3, 4, 880, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente19307025539863978284580127372086006815865', 2, 7, 3, 882, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente19307025539863978284580127372086006815865', 2, 7, 3, 884, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial1392487069037930633125807863421905567342', 1, 12, 3, 885, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial1392487069037930633125807863421905567342', 1, 12, 3, 887, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio4339643526645966044506226401675793212918', 3, 11, 3, 888, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio4339643526645966044506226401675793212918', 3, 11, 3, 889, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas7292881279950337663552534288853522332637', 3, 12, 3, 891, 'ATIVO')
('EVENTO:', 'Hospital em Chamas7292881279950337663552534288853522332637', 3, 12, 3, 893, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14309073103771322673509579385255990005034', 3, 11, 3, 894, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14309073103771322673509579385255990005034', 3, 11, 3, 895, 'COMPLETO')
('EVENTO:', 'Briga1214651018130598236289404713238098770677', 3, 8, 3, 897, 'ATIVO')
('EVENTO:', 'Briga1214651018130598236289404713238098770677', 3, 8, 3, 899, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13259293866338294992811992232472187652758', 3, 9, 5, 900, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13259293866338294992811992232472187652758', 3, 9, 5, 900, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio483800329602778830395369615695547996204', 3, 8, 3, 903, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio483800329602778830395369615695547996204', 3, 8, 3, 905, 'COMPLETO')
('EVENTO:', 'Corrida de Rua288198869315031883551908754874019226868', 1, 2, 5, 906, 'ATIVO')
('EVENTO:', 'Corrida de Rua288198869315031883551908754874019226868', 1, 2, 5, 906, 'COMPLETO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o337804800958199348324077798522347413615', 2, 8, 3, 909, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o337804800958199348324077798522347413615', 2, 8, 3, 911, 'COMPLETO')
('EVENTO:', 'Navio Afundando12225223696048360816852625656190607600854', 2, 6, 2, 912, 'ATIVO')
('EVENTO:', 'Navio Afundando12225223696048360816852625656190607600854', 2, 6, 2, 914, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente19126884514841430393513616222234425587405', 2, 4, 5, 915, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente19126884514841430393513616222234425587405', 2, 4, 5, 915, 'COMPLETO')
('EVENTO:', 'Golpe de Estado6189097972130477043959577311263485270134', 2, 9, 5, 918, 'ATIVO')
('EVENTO:', 'Golpe de Estado6189097972130477043959577311263485270134', 2, 9, 5, 918, 'COMPLETO')
('EVENTO:', 'Briga1152213791790718164875798920770424926093', 3, 8, 3, 921, 'ATIVO')
('EVENTO:', 'Briga1152213791790718164875798920770424926093', 3, 8, 3, 923, 'COMPLETO')
('EVENTO:', 'Resgate16295202147871717471274770015928072938291', 2, 3, 4, 924, 'ATIVO')
('EVENTO:', 'Resgate16295202147871717471274770015928072938291', 2, 3, 4, 925, 'COMPLETO')
('EVENTO:', 'Mulher em Trabalho de Parto11320129901578481056213091752329230827956', 1, 8, 3, 927, 'ATIVO')
('EVENTO:', 'Mulher em Trabalho de Parto11320129901578481056213091752329230827956', 1, 8, 3, 929, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada920407248473013043700334639376920899174', 1, 4, 5, 930, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada920407248473013043700334639376920899174', 1, 4, 5, 930, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente19159011403667784747756695493528702401411', 1, 10, 4, 933, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente19159011403667784747756695493528702401411', 1, 10, 4, 934, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9108109960183362507070762504285731520968', 1, 2, 5, 936, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9108109960183362507070762504285731520968', 1, 2, 5, 936, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial1386909301135730150680502130027837488835', 3, 8, 3, 939, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial1386909301135730150680502130027837488835', 3, 8, 3, 941, 'COMPLETO')
('EVENTO:', 'Fuga584562288868199745330693283927994578202', 1, 9, 5, 942, 'ATIVO')
('EVENTO:', 'Fuga584562288868199745330693283927994578202', 1, 9, 5, 942, 'COMPLETO')
('EVENTO:', 'Golpe de Estado6194498276156052039415253915403196869320', 3, 3, 4, 945, 'ATIVO')
('EVENTO:', 'Golpe de Estado6194498276156052039415253915403196869320', 3, 3, 4, 946, 'COMPLETO')
('EVENTO:', 'Resgate16310690238519958871395748784953498268146', 2, 9, 5, 948, 'ATIVO')
('EVENTO:', 'Resgate16310690238519958871395748784953498268146', 2, 9, 5, 948, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13216744197513499294033149114537845783550', 1, 11, 3, 951, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13216744197513499294033149114537845783550', 1, 11, 3, 952, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14226283025872118302058949639689777267041', 2, 4, 5, 954, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14226283025872118302058949639689777267041', 2, 4, 5, 954, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13225313269649581352023131231418696466289', 2, 9, 5, 957, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13225313269649581352023131231418696466289', 2, 9, 5, 957, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente1989225574912852259357098019715218985067', 2, 8, 3, 960, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente1989225574912852259357098019715218985067', 2, 8, 3, 962, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito814927828962216418458863043138979482042', 3, 11, 3, 963, 'ATIVO')
('EVENTO:', 'Individuo Suspeito814927828962216418458863043138979482042', 3, 11, 3, 964, 'COMPLETO')
('EVENTO:', 'Soldado Ferido1781019294243812659670915618223525647497', 1, 11, 3, 966, 'ATIVO')
('EVENTO:', 'Soldado Ferido1781019294243812659670915618223525647497', 1, 11, 3, 967, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17273412141083187805026595996966112532179', 1, 7, 3, 969, 'ATIVO')
('EVENTO:', 'Soldado Ferido17273412141083187805026595996966112532179', 1, 7, 3, 971, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17205251989152379529903947487892537801298', 3, 10, 4, 972, 'ATIVO')
('EVENTO:', 'Soldado Ferido17205251989152379529903947487892537801298', 3, 10, 4, 973, 'COMPLETO')
('EVENTO:', 'Assalto0114790094959211122067556764510088793879', 2, 2, 5, 975, 'ATIVO')
('EVENTO:', 'Assalto0114790094959211122067556764510088793879', 2, 2, 5, 975, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10335856723767248012869955060953198116701', 1, 11, 3, 978, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10335856723767248012869955060953198116701', 1, 11, 3, 979, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio4148323507243166115127474812475504473168', 2, 13, 2, 981, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio4148323507243166115127474812475504473168', 2, 13, 2, 981, 'COMPLETO')
('EVENTO:', 'Navio Afundando12290999521822840622633350796097418335011', 2, 4, 5, 984, 'ATIVO')
('EVENTO:', 'Navio Afundando12290999521822840622633350796097418335011', 2, 4, 5, 984, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente19280717815870447447381789208289065740477', 2, 11, 3, 987, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente19280717815870447447381789208289065740477', 2, 11, 3, 988, 'COMPLETO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o368001205435665507298375065664653326836', 2, 11, 3, 990, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o368001205435665507298375065664653326836', 2, 11, 3, 991, 'COMPLETO')
('EVENTO:', 'Quadrilha157322310714905818388263575022579217926', 2, 5, 3, 993, 'ATIVO')
('EVENTO:', 'Quadrilha157322310714905818388263575022579217926', 2, 5, 3, 993, 'COMPLETO')
('EVENTO:', 'Corrida de Rua2311250294546831093240239489577352616019', 2, 3, 4, 996, 'ATIVO')
('EVENTO:', 'Corrida de Rua2311250294546831093240239489577352616019', 2, 3, 4, 997, 'COMPLETO')
('EVENTO:', 'Corrida de Rua294308967747794714128674718430680307078', 1, 7, 3, 999, 'ATIVO')
