('QTD DE FORMIGAS: ', 20)
('QTD DE HQs: ', 3)
('QTD DE Abelhas: ', 4)
('NOME ', 'COL-21V', ' | LOCAL: ', 13)
('NOME ', 'COL-19T', ' | LOCAL: ', 5)
('NOME ', 'COL-12M', ' | LOCAL: ', 2)
('PRE REDUZ GRAFO: ', {0: 4, 1: 8, 2: 6, 3: 5, 4: 8, 5: 5, 6: 5, 7: 6, 8: 4, 9: 6, 10: 6, 11: 9, 12: 7, 13: 6, 14: 9})
('EVENTO', 'NOME', 'INTENSIDADE', 'PONTO', 'GRAU', 'RODADAS', 'STATUS')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3298348423627443921553057477884522159504', 1, 3, 4, 351, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3298348423627443921553057477884522159504', 1, 3, 4, 352, 'COMPLETO')
('EVENTO:', 'Fuga5185567971976736634361338839935770176142', 1, 7, 3, 354, 'ATIVO')
('EVENTO:', 'Fuga5185567971976736634361338839935770176142', 1, 7, 3, 356, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio410037882609830725788452608160477307928', 1, 7, 3, 357, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio410037882609830725788452608160477307928', 1, 7, 3, 359, 'COMPLETO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3246861618209106025654533545538815922103', 1, 4, 5, 360, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3246861618209106025654533545538815922103', 1, 4, 5, 360, 'COMPLETO')
('EVENTO:', 'Mulher em Trabalho de Parto1154582274078013945663417427219653478732', 3, 12, 3, 363, 'ATIVO')
('EVENTO:', 'Mulher em Trabalho de Parto1154582274078013945663417427219653478732', 3, 12, 3, 365, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente1910273641634251589728621980678469959863', 2, 8, 3, 366, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente1910273641634251589728621980678469959863', 2, 8, 3, 368, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito843084555834983221497251537007042121894', 2, 8, 3, 369, 'ATIVO')
('EVENTO:', 'Individuo Suspeito843084555834983221497251537007042121894', 2, 8, 3, 371, 'COMPLETO')
('EVENTO:', 'Quadrilha15176395503600544071961980139319255338596', 3, 7, 3, 372, 'ATIVO')
('EVENTO:', 'Quadrilha15176395503600544071961980139319255338596', 3, 7, 3, 374, 'COMPLETO')
('EVENTO:', 'Soldado Ferido1719246753351458113654238935382346975558', 2, 9, 5, 375, 'ATIVO')
('EVENTO:', 'Soldado Ferido1719246753351458113654238935382346975558', 2, 9, 5, 375, 'COMPLETO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3228755820223463476565541002669371105643', 3, 9, 5, 378, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3228755820223463476565541002669371105643', 3, 9, 5, 378, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14234927945609013415734934794725146146566', 3, 10, 4, 381, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14234927945609013415734934794725146146566', 3, 10, 4, 382, 'COMPLETO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o389064648102859017046870301987377795631', 2, 1, 3, 384, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o389064648102859017046870301987377795631', 2, 1, 3, 385, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito8157936077403188534481625414111454075703', 1, 14, 3, 387, 'ATIVO')
('EVENTO:', 'Individuo Suspeito8157936077403188534481625414111454075703', 1, 14, 3, 389, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10110160969569961707519641435401923001085', 1, 10, 4, 390, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10110160969569961707519641435401923001085', 1, 10, 4, 391, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10286797425682856991652284788783100600903', 3, 2, 5, 393, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10286797425682856991652284788783100600903', 3, 2, 5, 393, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito8234110272265044219482331590673122954618', 2, 8, 3, 396, 'ATIVO')
('EVENTO:', 'Individuo Suspeito8234110272265044219482331590673122954618', 2, 8, 3, 398, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14107595127634733436799296867618424240342', 3, 7, 3, 399, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14107595127634733436799296867618424240342', 3, 7, 3, 401, 'COMPLETO')
('EVENTO:', 'Golpe de Estado6213656321917241022566938046552643259154', 1, 5, 3, 402, 'ATIVO')
('EVENTO:', 'Golpe de Estado6213656321917241022566938046552643259154', 1, 5, 3, 402, 'COMPLETO')
('EVENTO:', 'Briga183836213242645367283140990034862252492', 2, 12, 3, 405, 'ATIVO')
('EVENTO:', 'Briga183836213242645367283140990034862252492', 2, 12, 3, 407, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13185027430215245295035644978014813520750', 3, 13, 2, 408, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13185027430215245295035644978014813520750', 3, 13, 2, 408, 'COMPLETO')
('EVENTO:', 'Assalto0334905739791069170630081216072845743623', 3, 1, 3, 411, 'ATIVO')
('EVENTO:', 'Assalto0334905739791069170630081216072845743623', 3, 1, 3, 412, 'COMPLETO')
('EVENTO:', 'Tiroteio18337255975317965186160548875572093593828', 2, 7, 3, 414, 'ATIVO')
('EVENTO:', 'Tiroteio18337255975317965186160548875572093593828', 2, 7, 3, 416, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13309756730668568972755076275046818704485', 1, 5, 3, 417, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13309756730668568972755076275046818704485', 1, 5, 3, 417, 'COMPLETO')
('EVENTO:', 'Golpe de Estado6239052136749720431718056533759561491857', 3, 2, 5, 420, 'ATIVO')
('EVENTO:', 'Golpe de Estado6239052136749720431718056533759561491857', 3, 2, 5, 420, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9225566818085035753870185789547427281682', 3, 9, 5, 423, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9225566818085035753870185789547427281682', 3, 9, 5, 423, 'COMPLETO')
('EVENTO:', 'Mulher em Trabalho de Parto11197507455972410830112027262562996098924', 1, 5, 3, 426, 'ATIVO')
('EVENTO:', 'Mulher em Trabalho de Parto11197507455972410830112027262562996098924', 1, 5, 3, 426, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente19306544270060637631358076122294896172970', 1, 8, 3, 429, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente19306544270060637631358076122294896172970', 1, 8, 3, 431, 'COMPLETO')
('EVENTO:', 'Golpe de Estado6278334676269582032358877173071273601901', 1, 3, 4, 432, 'ATIVO')
('EVENTO:', 'Golpe de Estado6278334676269582032358877173071273601901', 1, 3, 4, 433, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14216243514200187842222812999121155057544', 3, 7, 3, 435, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14216243514200187842222812999121155057544', 3, 7, 3, 437, 'COMPLETO')
('EVENTO:', 'Soldado Ferido1790428678729144932820381623896091843881', 3, 2, 5, 438, 'ATIVO')
('EVENTO:', 'Soldado Ferido1790428678729144932820381623896091843881', 3, 2, 5, 438, 'COMPLETO')
('EVENTO:', 'Soldado Ferido1748741125089543703127315076460468186955', 2, 13, 2, 441, 'ATIVO')
('EVENTO:', 'Soldado Ferido1748741125089543703127315076460468186955', 2, 13, 2, 441, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea1455370403108005738089538973305728838421', 3, 12, 3, 444, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea1455370403108005738089538973305728838421', 3, 12, 3, 446, 'COMPLETO')
('EVENTO:', 'Resgate1625278303401111834388969345337950443587', 2, 4, 5, 447, 'ATIVO')
('EVENTO:', 'Resgate1625278303401111834388969345337950443587', 2, 4, 5, 447, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13127242655078271225060680263600775342565', 3, 6, 2, 450, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13127242655078271225060680263600775342565', 3, 6, 2, 452, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio4290853674480431155365973056043991981554', 2, 11, 3, 453, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio4290853674480431155365973056043991981554', 2, 11, 3, 454, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente19216997916469982816644452473154650723003', 1, 10, 4, 456, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente19216997916469982816644452473154650723003', 1, 10, 4, 457, 'COMPLETO')
('EVENTO:', 'Corrida de Rua239735242834282002560004835199155757043', 3, 11, 3, 459, 'ATIVO')
('EVENTO:', 'Corrida de Rua239735242834282002560004835199155757043', 3, 11, 3, 460, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13272938412251486950417841063686339424161', 1, 1, 3, 462, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13272938412251486950417841063686339424161', 1, 1, 3, 463, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10243341576267140707097009650943338816515', 2, 6, 2, 465, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10243341576267140707097009650943338816515', 2, 6, 2, 467, 'COMPLETO')
('EVENTO:', 'Assalto0295584008064102520984024042709823535373', 3, 5, 3, 468, 'ATIVO')
('EVENTO:', 'Assalto0295584008064102520984024042709823535373', 3, 5, 3, 468, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14285831607248700027273769823999964965805', 3, 13, 2, 471, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14285831607248700027273769823999964965805', 3, 13, 2, 471, 'COMPLETO')
('EVENTO:', 'Tiroteio18175540461365700070965622418761657039499', 2, 4, 5, 474, 'ATIVO')
('EVENTO:', 'Tiroteio18175540461365700070965622418761657039499', 2, 4, 5, 474, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas782700452258075201387154163090018972908', 1, 9, 5, 477, 'ATIVO')
('EVENTO:', 'Hospital em Chamas782700452258075201387154163090018972908', 1, 9, 5, 477, 'COMPLETO')
('EVENTO:', 'Assalto0249714429876987537445549369227838159144', 3, 12, 3, 480, 'ATIVO')
('EVENTO:', 'Assalto0249714429876987537445549369227838159144', 3, 12, 3, 482, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10237711704888543183474885890104210176643', 1, 3, 4, 483, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10237711704888543183474885890104210176643', 1, 3, 4, 484, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea1454337272054334249284764454194856902032', 3, 11, 3, 486, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea1454337272054334249284764454194856902032', 3, 11, 3, 487, 'COMPLETO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3201768905580834773832088318043920933534', 1, 2, 5, 489, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3201768905580834773832088318043920933534', 1, 2, 5, 489, 'COMPLETO')
('EVENTO:', 'Quadrilha15260474111063689689953685247970841665359', 3, 2, 5, 492, 'ATIVO')
('EVENTO:', 'Quadrilha15260474111063689689953685247970841665359', 3, 2, 5, 492, 'COMPLETO')
('EVENTO:', 'Briga178114551141208142979066455456074182096', 2, 1, 3, 495, 'ATIVO')
('EVENTO:', 'Briga178114551141208142979066455456074182096', 2, 1, 3, 496, 'COMPLETO')
('EVENTO:', 'Corrida de Rua2257586846343917789139803368002074030248', 3, 3, 4, 498, 'ATIVO')
('EVENTO:', 'Corrida de Rua2257586846343917789139803368002074030248', 3, 3, 4, 499, 'COMPLETO')
('EVENTO:', 'Resgate16278532228103197555386645139204911962802', 2, 4, 5, 501, 'ATIVO')
('EVENTO:', 'Resgate16278532228103197555386645139204911962802', 2, 4, 5, 501, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio4282823860830643211755815475414054140602', 2, 2, 5, 504, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio4282823860830643211755815475414054140602', 2, 2, 5, 504, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13124508422109713269152713667551182194387', 2, 4, 5, 507, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13124508422109713269152713667551182194387', 2, 4, 5, 507, 'COMPLETO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o390302583685687720010620573821197564223', 2, 1, 3, 510, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o390302583685687720010620573821197564223', 2, 1, 3, 511, 'COMPLETO')
('EVENTO:', 'Resgate16261100741603865909958862403529143672336', 1, 6, 2, 513, 'ATIVO')
('EVENTO:', 'Resgate16261100741603865909958862403529143672336', 1, 6, 2, 515, 'COMPLETO')
('EVENTO:', 'Briga1167854984572843196053425738100280429596', 3, 7, 3, 516, 'ATIVO')
('EVENTO:', 'Briga1167854984572843196053425738100280429596', 3, 7, 3, 518, 'COMPLETO')
('EVENTO:', 'Briga175329917588723983839124457328627807556', 2, 8, 3, 519, 'ATIVO')
('EVENTO:', 'Briga175329917588723983839124457328627807556', 2, 8, 3, 521, 'COMPLETO')
('EVENTO:', 'Navio Afundando12128369010389228611341946539866729130875', 1, 10, 4, 522, 'ATIVO')
('EVENTO:', 'Navio Afundando12128369010389228611341946539866729130875', 1, 10, 4, 523, 'COMPLETO')
('EVENTO:', 'Assalto0275252443788533838475956671811333401357', 2, 12, 3, 525, 'ATIVO')
('EVENTO:', 'Assalto0275252443788533838475956671811333401357', 2, 12, 3, 527, 'COMPLETO')
('EVENTO:', 'Mulher em Trabalho de Parto11162770709017721117922635610617343697452', 3, 14, 3, 528, 'ATIVO')
('EVENTO:', 'Mulher em Trabalho de Parto11162770709017721117922635610617343697452', 3, 14, 3, 530, 'COMPLETO')
('EVENTO:', 'Quadrilha15250826930387622488254050433175224692623', 2, 6, 2, 531, 'ATIVO')
('EVENTO:', 'Quadrilha15250826930387622488254050433175224692623', 2, 6, 2, 533, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17261765455850532993887656462172378180018', 3, 9, 5, 534, 'ATIVO')
('EVENTO:', 'Soldado Ferido17261765455850532993887656462172378180018', 3, 9, 5, 534, 'COMPLETO')
('EVENTO:', 'Navio Afundando128113000699233904720277997729940985355', 3, 12, 3, 537, 'ATIVO')
('EVENTO:', 'Navio Afundando128113000699233904720277997729940985355', 3, 12, 3, 539, 'COMPLETO')
('EVENTO:', 'Assalto016697161196129120158659450931560523590', 3, 5, 3, 540, 'ATIVO')
('EVENTO:', 'Assalto016697161196129120158659450931560523590', 3, 5, 3, 540, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito8241531319654389727673036579220583657125', 1, 13, 2, 543, 'ATIVO')
('EVENTO:', 'Individuo Suspeito8241531319654389727673036579220583657125', 1, 13, 2, 543, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10143506514957113569418633915502374868572', 3, 7, 3, 546, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10143506514957113569418633915502374868572', 3, 7, 3, 548, 'COMPLETO')
('EVENTO:', 'Navio Afundando1289100343897741950089193143278621916704', 2, 14, 3, 549, 'ATIVO')
('EVENTO:', 'Navio Afundando1289100343897741950089193143278621916704', 2, 14, 3, 551, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10133868290545976823789734796174328435447', 3, 14, 3, 552, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10133868290545976823789734796174328435447', 3, 14, 3, 554, 'COMPLETO')
('EVENTO:', 'Briga1263853189780301397252389659694197856590', 3, 10, 4, 555, 'ATIVO')
('EVENTO:', 'Briga1263853189780301397252389659694197856590', 3, 10, 4, 556, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito865413833811218941951917351881256393510', 3, 8, 3, 558, 'ATIVO')
('EVENTO:', 'Individuo Suspeito865413833811218941951917351881256393510', 3, 8, 3, 560, 'COMPLETO')
('EVENTO:', 'Soldado Ferido1744105398788705305391723429151447220338', 3, 7, 3, 561, 'ATIVO')
('EVENTO:', 'Soldado Ferido1744105398788705305391723429151447220338', 3, 7, 3, 563, 'COMPLETO')
('EVENTO:', 'Corrida de Rua2301743726207092689396978318910064366826', 3, 8, 3, 564, 'ATIVO')
('EVENTO:', 'Corrida de Rua2301743726207092689396978318910064366826', 3, 8, 3, 566, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17293811677504106104946380016511216551669', 1, 14, 3, 567, 'ATIVO')
('EVENTO:', 'Soldado Ferido17293811677504106104946380016511216551669', 1, 14, 3, 569, 'COMPLETO')
('EVENTO:', 'Quadrilha1571579255447670918498040381321984365623', 1, 10, 4, 570, 'ATIVO')
('EVENTO:', 'Quadrilha1571579255447670918498040381321984365623', 1, 10, 4, 571, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea1429757240287293541566880102765047315182', 3, 13, 2, 573, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea1429757240287293541566880102765047315182', 3, 13, 2, 573, 'COMPLETO')
('EVENTO:', 'Navio Afundando1220062614817829835561831130907899645753', 1, 12, 3, 576, 'ATIVO')
('EVENTO:', 'Navio Afundando1220062614817829835561831130907899645753', 1, 12, 3, 578, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10110461958822952511751678166332483672950', 2, 10, 4, 579, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10110461958822952511751678166332483672950', 2, 10, 4, 580, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13124347891330937375672505315251825460794', 2, 1, 3, 582, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13124347891330937375672505315251825460794', 2, 1, 3, 583, 'COMPLETO')
('EVENTO:', 'Resgate16119889100098187730767115607613491561065', 3, 11, 3, 585, 'ATIVO')
('EVENTO:', 'Resgate16119889100098187730767115607613491561065', 3, 11, 3, 586, 'COMPLETO')
('EVENTO:', 'Navio Afundando12216779692882818246779429808719075423824', 2, 7, 3, 588, 'ATIVO')
('EVENTO:', 'Navio Afundando12216779692882818246779429808719075423824', 2, 7, 3, 590, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o1074774989414437079557417931488523496799', 1, 3, 4, 591, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o1074774989414437079557417931488523496799', 1, 3, 4, 592, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9281867382845015917469553148996897068431', 1, 13, 2, 594, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9281867382845015917469553148996897068431', 1, 13, 2, 594, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio4151847862617829464030287252843205161652', 1, 2, 5, 597, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio4151847862617829464030287252843205161652', 1, 2, 5, 597, 'COMPLETO')
('EVENTO:', 'Assalto0171172882014509215548304270861993681040', 2, 2, 5, 600, 'ATIVO')
('EVENTO:', 'Assalto0171172882014509215548304270861993681040', 2, 2, 5, 600, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17135116366610870018566832147765636437107', 1, 4, 5, 603, 'ATIVO')
('EVENTO:', 'Soldado Ferido17135116366610870018566832147765636437107', 1, 4, 5, 603, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9333767456915148410699938765187450523734', 2, 2, 5, 606, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9333767456915148410699938765187450523734', 2, 2, 5, 606, 'COMPLETO')
('EVENTO:', 'Golpe de Estado6206911226238158350425746576886488647279', 2, 5, 3, 609, 'ATIVO')
('EVENTO:', 'Golpe de Estado6206911226238158350425746576886488647279', 2, 5, 3, 609, 'COMPLETO')
('EVENTO:', 'Navio Afundando12251246701015708227148003802897332802779', 2, 5, 3, 612, 'ATIVO')
('EVENTO:', 'Navio Afundando12251246701015708227148003802897332802779', 2, 5, 3, 612, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio4227608099024646072765501812875348862917', 3, 6, 2, 615, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio4227608099024646072765501812875348862917', 3, 6, 2, 617, 'COMPLETO')
('EVENTO:', 'Navio Afundando12260404797167841941222358074732873558360', 2, 7, 3, 618, 'ATIVO')
('EVENTO:', 'Navio Afundando12260404797167841941222358074732873558360', 2, 7, 3, 620, 'COMPLETO')
('EVENTO:', 'Quadrilha15310696321320619393820495361906408735460', 2, 1, 3, 621, 'ATIVO')
('EVENTO:', 'Quadrilha15310696321320619393820495361906408735460', 2, 1, 3, 622, 'COMPLETO')
('EVENTO:', 'Tiroteio18315782262589414910715594430377406836503', 2, 6, 2, 624, 'ATIVO')
('EVENTO:', 'Tiroteio18315782262589414910715594430377406836503', 2, 6, 2, 626, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9145874712555758027497705407550544517776', 1, 4, 5, 627, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9145874712555758027497705407550544517776', 1, 4, 5, 627, 'COMPLETO')
('EVENTO:', 'Navio Afundando1258046508104121994828507989258768752709', 2, 12, 3, 630, 'ATIVO')
('EVENTO:', 'Navio Afundando1258046508104121994828507989258768752709', 2, 12, 3, 632, 'COMPLETO')
('EVENTO:', 'Corrida de Rua2287489018433010804505682704119485693923', 1, 11, 3, 633, 'ATIVO')
('EVENTO:', 'Corrida de Rua2287489018433010804505682704119485693923', 1, 11, 3, 634, 'COMPLETO')
('EVENTO:', 'Assalto0339677368961641508961400722169072353715', 3, 14, 3, 636, 'ATIVO')
('EVENTO:', 'Assalto0339677368961641508961400722169072353715', 3, 14, 3, 638, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9190871718067366849050504736338348250198', 2, 2, 5, 639, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9190871718067366849050504736338348250198', 2, 2, 5, 639, 'COMPLETO')
('EVENTO:', 'Golpe de Estado6271028462241019383730146905895531167160', 3, 7, 3, 642, 'ATIVO')
('EVENTO:', 'Golpe de Estado6271028462241019383730146905895531167160', 3, 7, 3, 644, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio4339075068317305595087727527140272437082', 1, 13, 2, 645, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio4339075068317305595087727527140272437082', 1, 13, 2, 645, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio473047760434882449888786146425688757025', 2, 7, 3, 648, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio473047760434882449888786146425688757025', 2, 7, 3, 650, 'COMPLETO')
('EVENTO:', 'Corrida de Rua2315782714455106625111085093365150940208', 3, 9, 5, 651, 'ATIVO')
('EVENTO:', 'Corrida de Rua2315782714455106625111085093365150940208', 3, 9, 5, 651, 'COMPLETO')
('EVENTO:', 'Corrida de Rua259067331340630741449435877263040169573', 3, 4, 5, 654, 'ATIVO')
('EVENTO:', 'Corrida de Rua259067331340630741449435877263040169573', 3, 4, 5, 654, 'COMPLETO')
('EVENTO:', 'Briga1221868767280377286351604105165228997759', 1, 10, 4, 657, 'ATIVO')
('EVENTO:', 'Briga1221868767280377286351604105165228997759', 1, 10, 4, 658, 'COMPLETO')
('EVENTO:', 'Resgate1619349452232551265424117730654118912945', 1, 10, 4, 660, 'ATIVO')
('EVENTO:', 'Resgate1619349452232551265424117730654118912945', 1, 10, 4, 661, 'COMPLETO')
('EVENTO:', 'Resgate162767067979005632870536480912316578298', 2, 13, 2, 663, 'ATIVO')
('EVENTO:', 'Resgate162767067979005632870536480912316578298', 2, 13, 2, 663, 'COMPLETO')
('EVENTO:', 'Quadrilha15182219584244232544606641622127499017563', 1, 9, 5, 666, 'ATIVO')
('EVENTO:', 'Quadrilha15182219584244232544606641622127499017563', 1, 9, 5, 666, 'COMPLETO')
('EVENTO:', 'Mulher em Trabalho de Parto11131372905744297536685052425483350230015', 2, 4, 5, 669, 'ATIVO')
('EVENTO:', 'Mulher em Trabalho de Parto11131372905744297536685052425483350230015', 2, 4, 5, 669, 'COMPLETO')
('EVENTO:', 'Corrida de Rua2327941464971300767342675072113873063949', 1, 8, 3, 672, 'ATIVO')
('EVENTO:', 'Corrida de Rua2327941464971300767342675072113873063949', 1, 8, 3, 674, 'COMPLETO')
('EVENTO:', 'Resgate1697062128947706916566343193396881047108', 2, 2, 5, 675, 'ATIVO')
('EVENTO:', 'Resgate1697062128947706916566343193396881047108', 2, 2, 5, 675, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea1422326947694359363171437517790397629586', 2, 5, 3, 678, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea1422326947694359363171437517790397629586', 2, 5, 3, 678, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13147842690135546469794017834478807627114', 2, 9, 5, 681, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13147842690135546469794017834478807627114', 2, 9, 5, 681, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14192873923686338314914059241084883438274', 1, 11, 3, 684, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14192873923686338314914059241084883438274', 1, 11, 3, 685, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas732209681381827363930919879722928303623', 3, 4, 5, 687, 'ATIVO')
('EVENTO:', 'Hospital em Chamas732209681381827363930919879722928303623', 3, 4, 5, 687, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10275565678934223066225434929065210304623', 1, 2, 5, 690, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10275565678934223066225434929065210304623', 1, 2, 5, 690, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas7296192083948918725095504229550533929762', 2, 6, 2, 693, 'ATIVO')
('EVENTO:', 'Hospital em Chamas7296192083948918725095504229550533929762', 2, 6, 2, 695, 'COMPLETO')
('EVENTO:', 'Briga164972237116323968405632183520729841647', 3, 5, 3, 696, 'ATIVO')
('EVENTO:', 'Briga164972237116323968405632183520729841647', 3, 5, 3, 696, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10334154078173176247270329739177301974975', 2, 6, 2, 699, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10334154078173176247270329739177301974975', 2, 6, 2, 701, 'COMPLETO')
('EVENTO:', 'Corrida de Rua2157978323996267092026780885784841045501', 1, 9, 5, 702, 'ATIVO')
('EVENTO:', 'Corrida de Rua2157978323996267092026780885784841045501', 1, 9, 5, 702, 'COMPLETO')
('EVENTO:', 'Navio Afundando12329734323491185364740966683968097148588', 2, 12, 3, 705, 'ATIVO')
('EVENTO:', 'Navio Afundando12329734323491185364740966683968097148588', 2, 12, 3, 707, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio4248877527827862026341628293730580688378', 1, 2, 5, 708, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio4248877527827862026341628293730580688378', 1, 2, 5, 708, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17132059266708925276198260755002967284936', 1, 8, 3, 711, 'ATIVO')
('EVENTO:', 'Soldado Ferido17132059266708925276198260755002967284936', 1, 8, 3, 713, 'COMPLETO')
