('EVENTO', 'NOME', 'INTENSIDADE', 'PONTO', 'GRAU_ATUAL', 'GRAU_ORIGINAL', 'RODADAS', 'STATUS')
('EVENTO:', 'Mulher em Trabalho de Parto1110124104393224118220773410655094516697', 2, 13, 8, 20, 285, 'COMPLETO')
('EVENTO:', 'Tiroteio18334536718597441257722788654525913087871', 1, 11, 6, 25, 286, 'COMPLETO')
('EVENTO:', 'Fuga5102704139736027832819952260433657034524', 1, 11, 6, 25, 288, 'ATIVO')
('EVENTO:', 'Briga133988044266191590721754739631734464346', 1, 34, 8, 20, 291, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10260036082200641704566954320579692379304', 1, 8, 7, 21, 291, 'COMPLETO')
('EVENTO:', 'Quadrilha15249189862509798547819856336050307637759', 2, 4, 11, 23, 294, 'ATIVO')
('EVENTO:', 'Tiroteio18122004314383405331179070861686092783430', 1, 23, 6, 19, 294, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o1075225035339236083702922915103911657785', 1, 36, 5, 17, 294, 'COMPLETO')
('EVENTO:', 'Briga133988044266191590721754739631734464346', 1, 34, 8, 20, 294, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio454518245747465643638419357439970571365', 1, 19, 9, 17, 295, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13243722387365104977973625379754556727611', 1, 5, 8, 19, 297, 'ATIVO')
('EVENTO:', 'Quadrilha1543502925593210694242322948049590381983', 2, 41, 7, 20, 300, 'ATIVO')
('EVENTO:', 'Quadrilha15249189862509798547819856336050307637759', 1, 4, 11, 23, 300, 'COMPLETO')
('EVENTO:', 'Assalto0296077915081553511430822455172393120193', 1, 43, 9, 15, 303, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13243722387365104977973625379754556727611', 1, 5, 8, 19, 303, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas7274634663434978064981630672083615758112', 3, 12, 5, 19, 306, 'ATIVO')
('EVENTO:', 'Assalto0221811431452485637142414341032430201261', 1, 14, 6, 20, 307, 'COMPLETO')
('EVENTO:', 'Tiroteio18215861416937295970437956626901802639894', 3, 30, 5, 22, 309, 'ATIVO')
('EVENTO:', 'Hospital em Chamas7168354734495664874756270323828270392957', 2, 30, 5, 22, 312, 'ATIVO')
('EVENTO:', 'Quadrilha15296789555320208049856622265881167445360', 1, 23, 6, 19, 312, 'COMPLETO')
('EVENTO:', 'Assalto0296077915081553511430822455172393120193', 1, 43, 9, 15, 314, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17120882367056150368421720029297063392624', 3, 10, 6, 15, 315, 'ATIVO')
('EVENTO:', 'Mulher em Trabalho de Parto1164350810932857461767288815993293898606', 2, 43, 9, 15, 318, 'ATIVO')
('EVENTO:', 'Resgate16110689611548388179507483676507953238278', 2, 35, 6, 15, 320, 'COMPLETO')
('EVENTO:', 'Resgate16154481098518467632747692862467479096012', 3, 30, 5, 22, 321, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente19129458360329181349283760509595610481362', 2, 39, 7, 21, 324, 'ATIVO')
('EVENTO:', 'Quadrilha1543502925593210694242322948049590381983', 2, 41, 7, 20, 325, 'COMPLETO')
('EVENTO:', 'Tiroteio18215861416937295970437956626901802639894', 1, 30, 5, 22, 326, 'COMPLETO')
