('#VERTICES', '#ARESTAS', 'AVG_GRAU_POR_VERTICE', 'AVG_FEROMONIO_ARESTA')
(55, 598, 21.745454545454546, 9.960498850927563e-05)
('#VERTICES', '#ARESTAS', 'AVG_GRAU_POR_VERTICE', 'AVG_FEROMONIO_ARESTA')
(55, 254, 9.236363636363636, 9.966770820798758e-05)
