"EVENTO", "NOME", "INTENSIDADE", "PONTO", "GRAU_ATUAL", "GRAU_ORIGINAL", "RODADAS", "STATUS"
"EVENTO:", "Hospital em Chamas760856211582654528807373854116764738197", 2, 1, 3, 4, 138, 1
"EVENTO:", "Briga1311773844618627097147747878344634515625", 1, 1, 3, 4, 141, 0
"EVENTO:", "Briga1311773844618627097147747878344634515625", 1, 1, 3, 4, 141, 1
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13119203981406564315874354457713244214532", 1, 2, 1, 2, 144, 0
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13119203981406564315874354457713244214532", 1, 2, 1, 2, 144, 1
"EVENTO:", "Individuo Suspeito8174685814961876148540566037164616080447", 3, 1, 3, 4, 147, 0
"EVENTO:", "Individuo Suspeito8174685814961876148540566037164616080447", 3, 1, 3, 4, 147, 1
"EVENTO:", "Corrida de Rua2225957435119532742361974635042911642442", 3, 3, 2, 2, 150, 0
"EVENTO:", "Corrida de Rua2225957435119532742361974635042911642442", 3, 3, 2, 2, 150, 1
"EVENTO:", "Individuo Suspeito8147868135023797145802077481750227938649", 3, 3, 2, 2, 153, 0
"EVENTO:", "Individuo Suspeito8147868135023797145802077481750227938649", 3, 3, 2, 2, 153, 1
"EVENTO:", "Exterm\xc3\xadnio4142290766000059900159319429313461337651", 1, 3, 2, 2, 156, 0
"EVENTO:", "Exterm\xc3\xadnio4142290766000059900159319429313461337651", 1, 3, 2, 2, 156, 1
"EVENTO:", "Assalto070189632010263321955209740836768776558", 1, 1, 3, 4, 159, 0
"EVENTO:", "Assalto070189632010263321955209740836768776558", 1, 1, 3, 4, 159, 1
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3311895333799831891483465530299793813612", 3, 2, 1, 2, 162, 0
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o3311895333799831891483465530299793813612", 3, 2, 1, 2, 162, 1
"EVENTO:", "Hospital em Chamas729680169137077375137173228379221441479", 3, 2, 1, 2, 165, 0
"EVENTO:", "Hospital em Chamas729680169137077375137173228379221441479", 3, 2, 1, 2, 165, 1
"EVENTO:", "Golpe de Estado6178466924697309742500688643688674804368", 3, 4, 2, 4, 168, 0
"EVENTO:", "Golpe de Estado6178466924697309742500688643688674804368", 3, 4, 2, 4, 169, 1
"EVENTO:", "Assalto0252308262785394801870858455779158178070", 1, 1, 3, 4, 171, 0
"EVENTO:", "Assalto0252308262785394801870858455779158178070", 1, 1, 3, 4, 171, 1
"EVENTO:", "Navio Afundando12309820981840479987259285981981470255140", 1, 2, 1, 2, 174, 0
"EVENTO:", "Navio Afundando12309820981840479987259285981981470255140", 1, 2, 1, 2, 174, 1
"EVENTO:", "Joalheiria Roubada9152032157335755094330514601900727480528", 1, 2, 1, 2, 177, 0
"EVENTO:", "Joalheiria Roubada9152032157335755094330514601900727480528", 1, 2, 1, 2, 177, 1
"EVENTO:", "Assalto084083633691030672081316893560777921165", 2, 4, 2, 4, 180, 0
"EVENTO:", "Assalto084083633691030672081316893560777921165", 2, 4, 2, 4, 181, 1
"EVENTO:", "Briga1337305694978976706077514232808033873480", 3, 1, 3, 4, 183, 0
"EVENTO:", "Briga1337305694978976706077514232808033873480", 3, 1, 3, 4, 183, 1
"EVENTO:", "Exterm\xc3\xadnio4232305968659773978499696475790499900678", 3, 1, 3, 4, 186, 0
"EVENTO:", "Exterm\xc3\xadnio4232305968659773978499696475790499900678", 3, 1, 3, 4, 186, 1
"EVENTO:", "Tiroteio18295807168835017642983226677700173988577", 1, 1, 3, 4, 189, 0
"EVENTO:", "Tiroteio18295807168835017642983226677700173988577", 1, 1, 3, 4, 189, 1
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1357104201050306603025072584948139381979", 2, 4, 2, 4, 192, 0
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1357104201050306603025072584948139381979", 2, 4, 2, 4, 193, 1
"EVENTO:", "Individuo Suspeito8213371326454030842869633874122018136969", 1, 1, 3, 4, 195, 0
"EVENTO:", "Individuo Suspeito8213371326454030842869633874122018136969", 1, 1, 3, 4, 195, 1
"EVENTO:", "Navio Afundando12263403157251449905154180541612247977556", 2, 2, 1, 2, 198, 0
"EVENTO:", "Navio Afundando12263403157251449905154180541612247977556", 2, 2, 1, 2, 198, 1
"EVENTO:", "Ladr\xc3\xa3o1082112226661649192923995645267851752366", 2, 1, 3, 4, 201, 0
"EVENTO:", "Ladr\xc3\xa3o1082112226661649192923995645267851752366", 2, 1, 3, 4, 201, 1
"EVENTO:", "V\xc3\xadtima de Acidente19232985969493174544906080328767670857149", 3, 3, 2, 2, 204, 0
"EVENTO:", "V\xc3\xadtima de Acidente19232985969493174544906080328767670857149", 3, 3, 2, 2, 204, 1
"EVENTO:", "Individuo Suspeito855362690171042794972910545471665819850", 2, 4, 2, 4, 207, 0
"EVENTO:", "Individuo Suspeito855362690171042794972910545471665819850", 2, 4, 2, 4, 208, 1
"EVENTO:", "Individuo Suspeito8330314262631472841246782722581414903717", 2, 4, 2, 4, 210, 0
"EVENTO:", "Individuo Suspeito8330314262631472841246782722581414903717", 2, 4, 2, 4, 211, 1
"EVENTO:", "Mulher em Trabalho de Parto1172852139722746497533424699454147115488", 2, 3, 2, 2, 213, 0
"EVENTO:", "Mulher em Trabalho de Parto1172852139722746497533424699454147115488", 2, 3, 2, 2, 213, 1
"EVENTO:", "Ladr\xc3\xa3o10246817352421833038548599435826808758034", 2, 3, 2, 2, 216, 0
"EVENTO:", "Ladr\xc3\xa3o10246817352421833038548599435826808758034", 2, 3, 2, 2, 216, 1
"EVENTO:", "Fuga5112582352912982283662344137822721671248", 1, 4, 2, 4, 219, 0
"EVENTO:", "Fuga5112582352912982283662344137822721671248", 1, 4, 2, 4, 220, 1
"EVENTO:", "Corrida de Rua2275723274374524958686260057425474597569", 3, 1, 3, 4, 222, 0
"EVENTO:", "Corrida de Rua2275723274374524958686260057425474597569", 3, 1, 3, 4, 222, 1
"EVENTO:", "Resgate16277813528923585926088464435382293873077", 3, 4, 2, 4, 225, 0
"EVENTO:", "Resgate16277813528923585926088464435382293873077", 3, 4, 2, 4, 226, 1
"EVENTO:", "Resgate16105052468254187062202831535188300931264", 1, 4, 2, 4, 228, 0
"EVENTO:", "Resgate16105052468254187062202831535188300931264", 1, 4, 2, 4, 229, 1
"EVENTO:", "Assalto0246297587296676857739842780498656779948", 1, 4, 2, 4, 231, 0
"EVENTO:", "Assalto0246297587296676857739842780498656779948", 1, 4, 2, 4, 232, 1
"EVENTO:", "Hospital em Chamas720845817767354218673014454415259801573", 2, 2, 1, 2, 234, 0
"EVENTO:", "Hospital em Chamas720845817767354218673014454415259801573", 2, 2, 1, 2, 234, 1
"EVENTO:", "Individuo Suspeito8108141223215446716501709973129609671321", 1, 1, 3, 4, 237, 0
"EVENTO:", "Individuo Suspeito8108141223215446716501709973129609671321", 1, 1, 3, 4, 237, 1
"EVENTO:", "PM na \xc3\x81rea14338381159322891524105043361211831179093", 1, 1, 3, 4, 240, 0
"EVENTO:", "PM na \xc3\x81rea14338381159322891524105043361211831179093", 1, 1, 3, 4, 240, 1
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1363815678231403128579015235886983807904", 2, 4, 2, 4, 243, 0
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1363815678231403128579015235886983807904", 2, 4, 2, 4, 244, 1
"EVENTO:", "Fuga5192017680097390584399578603983195992011", 2, 1, 3, 4, 246, 0
"EVENTO:", "Fuga5192017680097390584399578603983195992011", 2, 1, 3, 4, 246, 1
"EVENTO:", "Joalheiria Roubada9148093565655339010094911643791883695672", 2, 1, 3, 4, 249, 0
"EVENTO:", "Joalheiria Roubada9148093565655339010094911643791883695672", 2, 1, 3, 4, 249, 1
"EVENTO:", "PM na \xc3\x81rea142686143764515898524712960748129308310", 2, 2, 1, 2, 252, 0
"EVENTO:", "PM na \xc3\x81rea142686143764515898524712960748129308310", 2, 2, 1, 2, 252, 1
"EVENTO:", "Mulher em Trabalho de Parto1176025691156882676974055345530314829261", 2, 2, 1, 2, 255, 0
"EVENTO:", "Mulher em Trabalho de Parto1176025691156882676974055345530314829261", 2, 2, 1, 2, 255, 1
"EVENTO:", "Soldado Ferido17112719961098323262846121249178377104075", 3, 4, 2, 4, 258, 0
"EVENTO:", "Soldado Ferido17112719961098323262846121249178377104075", 3, 4, 2, 4, 259, 1
"EVENTO:", "Ladr\xc3\xa3o10435953600363385087037433601161982724", 1, 2, 1, 2, 261, 0
"EVENTO:", "Ladr\xc3\xa3o10435953600363385087037433601161982724", 1, 2, 1, 2, 261, 1
"EVENTO:", "Exterm\xc3\xadnio4219139911187894553218369380214197135826", 1, 2, 1, 2, 264, 0
"EVENTO:", "Exterm\xc3\xadnio4219139911187894553218369380214197135826", 1, 2, 1, 2, 264, 1
"EVENTO:", "Soldado Ferido17116177894099270082605700613949959927205", 1, 4, 2, 4, 267, 0
"EVENTO:", "Soldado Ferido17116177894099270082605700613949959927205", 1, 4, 2, 4, 268, 1
"EVENTO:", "Corrida de Rua2270173919509160403982359453086246985163", 2, 1, 3, 4, 270, 0
"EVENTO:", "Corrida de Rua2270173919509160403982359453086246985163", 2, 1, 3, 4, 270, 1
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o373937672670592970660937312340186646896", 2, 1, 3, 4, 273, 0
"EVENTO:", "Depreda\xc3\xa7\xc3\xa3o373937672670592970660937312340186646896", 2, 1, 3, 4, 273, 1
"EVENTO:", "Briga1260235807998282025037899019974804455752", 1, 4, 2, 4, 276, 0
"EVENTO:", "Briga1260235807998282025037899019974804455752", 1, 4, 2, 4, 277, 1
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1328740145648544572240829324683431303254", 2, 1, 3, 4, 279, 0
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1328740145648544572240829324683431303254", 2, 1, 3, 4, 279, 1
"EVENTO:", "Golpe de Estado6279445310271669685687208752221574185693", 3, 2, 1, 2, 282, 0
"EVENTO:", "Golpe de Estado6279445310271669685687208752221574185693", 3, 2, 1, 2, 282, 1
"EVENTO:", "Exterm\xc3\xadnio427253932267854725966036808258624790536", 3, 3, 2, 2, 285, 0
"EVENTO:", "Exterm\xc3\xadnio427253932267854725966036808258624790536", 3, 3, 2, 2, 285, 1
"EVENTO:", "Navio Afundando12336990125237318075254207503841266053959", 1, 3, 2, 2, 288, 0
"EVENTO:", "Navio Afundando12336990125237318075254207503841266053959", 1, 3, 2, 2, 288, 1
"EVENTO:", "Assalto0331907813131104151636835501552041941514", 3, 4, 2, 4, 291, 0
"EVENTO:", "Assalto0331907813131104151636835501552041941514", 3, 4, 2, 4, 292, 1
"EVENTO:", "Assalto0118723724870256607958525470425976666274", 3, 3, 2, 2, 294, 0
"EVENTO:", "Assalto0118723724870256607958525470425976666274", 3, 3, 2, 2, 294, 1
"EVENTO:", "Joalheiria Roubada9141449848573089829341150203305348706248", 3, 2, 1, 2, 297, 0
"EVENTO:", "Joalheiria Roubada9141449848573089829341150203305348706248", 3, 2, 1, 2, 297, 1
"EVENTO:", "V\xc3\xadtima de Acidente19330576955467634800281546685728888974670", 1, 4, 2, 4, 300, 0
"EVENTO:", "V\xc3\xadtima de Acidente19330576955467634800281546685728888974670", 1, 4, 2, 4, 301, 1
"EVENTO:", "Navio Afundando12166793259596239286199103387615153588951", 1, 4, 2, 4, 303, 0
"EVENTO:", "Navio Afundando12166793259596239286199103387615153588951", 1, 4, 2, 4, 304, 1
"EVENTO:", "Exterm\xc3\xadnio4201909172669884934235909486170073645919", 1, 4, 2, 4, 306, 0
"EVENTO:", "Exterm\xc3\xadnio4201909172669884934235909486170073645919", 1, 4, 2, 4, 307, 1
"EVENTO:", "Mulher em Trabalho de Parto11242388333704243260092131973867639667072", 2, 1, 3, 4, 309, 0
"EVENTO:", "Mulher em Trabalho de Parto11242388333704243260092131973867639667072", 2, 1, 3, 4, 309, 1
"EVENTO:", "Navio Afundando12175274159411581298827449485326116739", 2, 1, 3, 4, 312, 0
"EVENTO:", "Navio Afundando12175274159411581298827449485326116739", 2, 1, 3, 4, 312, 1
"EVENTO:", "Exterm\xc3\xadnio4161389776723395453780827675095969271153", 2, 3, 2, 2, 315, 0
"EVENTO:", "Exterm\xc3\xadnio4161389776723395453780827675095969271153", 2, 3, 2, 2, 315, 1
"EVENTO:", "Quadrilha15113625387964507568351152664725772822195", 3, 2, 1, 2, 318, 0
"EVENTO:", "Quadrilha15113625387964507568351152664725772822195", 3, 2, 1, 2, 318, 1
"EVENTO:", "Ladr\xc3\xa3o10166359532128056605745998541220905371286", 3, 1, 3, 4, 321, 0
"EVENTO:", "Ladr\xc3\xa3o10166359532128056605745998541220905371286", 3, 1, 3, 4, 321, 1
"EVENTO:", "Tiroteio18112421475486167661458671083372066901814", 3, 3, 2, 2, 324, 0
"EVENTO:", "Tiroteio18112421475486167661458671083372066901814", 3, 3, 2, 2, 324, 1
"EVENTO:", "PM na \xc3\x81rea14221811143619890928304852359554233668189", 3, 1, 3, 4, 327, 0
"EVENTO:", "PM na \xc3\x81rea14221811143619890928304852359554233668189", 3, 1, 3, 4, 327, 1
"EVENTO:", "Golpe de Estado612757026708183261368352504683127910163", 2, 2, 1, 2, 330, 0
"EVENTO:", "Golpe de Estado612757026708183261368352504683127910163", 2, 2, 1, 2, 330, 1
"EVENTO:", "Quadrilha15227675349873692371859063000371097114045", 2, 3, 2, 2, 333, 0
"EVENTO:", "Quadrilha15227675349873692371859063000371097114045", 2, 3, 2, 2, 333, 1
"EVENTO:", "Individuo Suspeito8135357937436380407276836322609847327246", 3, 2, 1, 2, 336, 0
"EVENTO:", "Individuo Suspeito8135357937436380407276836322609847327246", 3, 2, 1, 2, 336, 1
"EVENTO:", "Corrida de Rua289873433118230080646136848336319003278", 3, 1, 3, 4, 339, 0
"EVENTO:", "Corrida de Rua289873433118230080646136848336319003278", 3, 1, 3, 4, 339, 1
"EVENTO:", "Resgate1633602963411788268287407382082786394338", 2, 4, 2, 4, 342, 0
"EVENTO:", "Resgate1633602963411788268287407382082786394338", 2, 4, 2, 4, 343, 1
"EVENTO:", "Individuo Suspeito847618965082578406512848334334388017127", 2, 4, 2, 4, 345, 0
"EVENTO:", "Individuo Suspeito847618965082578406512848334334388017127", 2, 4, 2, 4, 346, 1
"EVENTO:", "Quadrilha1519841978098876704111910345956477762596", 2, 1, 3, 4, 348, 0
"EVENTO:", "Quadrilha1519841978098876704111910345956477762596", 2, 1, 3, 4, 348, 1
"EVENTO:", "Joalheiria Roubada973206245015833049219079578807933509191", 1, 4, 2, 4, 351, 0
"EVENTO:", "Joalheiria Roubada973206245015833049219079578807933509191", 1, 4, 2, 4, 352, 1
"EVENTO:", "Hospital em Chamas7314802270176515052814600354393433606852", 1, 4, 2, 4, 354, 0
"EVENTO:", "Hospital em Chamas7314802270176515052814600354393433606852", 1, 4, 2, 4, 355, 1
"EVENTO:", "Tiroteio18220824479102462183744921242793447625907", 2, 4, 2, 4, 357, 0
"EVENTO:", "Tiroteio18220824479102462183744921242793447625907", 2, 4, 2, 4, 358, 1
"EVENTO:", "Corrida de Rua2143398007727891949463211688132368373057", 1, 1, 3, 4, 360, 0
"EVENTO:", "Corrida de Rua2143398007727891949463211688132368373057", 1, 1, 3, 4, 360, 1
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1382250283619483778075257649527017556333", 1, 1, 3, 4, 363, 0
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial1382250283619483778075257649527017556333", 1, 1, 3, 4, 363, 1
"EVENTO:", "V\xc3\xadtima de Acidente1985902301017132025948944119322765653340", 1, 2, 1, 2, 366, 0
"EVENTO:", "V\xc3\xadtima de Acidente1985902301017132025948944119322765653340", 1, 2, 1, 2, 366, 1
"EVENTO:", "PM na \xc3\x81rea14265796417188413598922075113796954974634", 2, 4, 2, 4, 369, 0
"EVENTO:", "PM na \xc3\x81rea14265796417188413598922075113796954974634", 2, 4, 2, 4, 370, 1
"EVENTO:", "Assalto0260852522075116337521977267945956588714", 2, 1, 3, 4, 372, 0
"EVENTO:", "Assalto0260852522075116337521977267945956588714", 2, 1, 3, 4, 372, 1
"EVENTO:", "Soldado Ferido17266522834596548618397092843102958997029", 1, 2, 1, 2, 375, 0
"EVENTO:", "Soldado Ferido17266522834596548618397092843102958997029", 1, 2, 1, 2, 375, 1
"EVENTO:", "Hospital em Chamas7310327413339994745277605885512721814406", 3, 3, 2, 2, 378, 0
"EVENTO:", "Hospital em Chamas7310327413339994745277605885512721814406", 3, 3, 2, 2, 378, 1
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13185231532748339884310851967820215019746", 3, 3, 2, 2, 381, 0
"EVENTO:", "Opera\xc3\xa7\xc3\xa3o Policial13185231532748339884310851967820215019746", 3, 3, 2, 2, 381, 1
"EVENTO:", "Navio Afundando12270812275053301609654325696741320189506", 2, 2, 1, 2, 384, 0
"EVENTO:", "Navio Afundando12270812275053301609654325696741320189506", 2, 2, 1, 2, 384, 1
"EVENTO:", "Mulher em Trabalho de Parto11333626129054347290121132102045160070785", 3, 3, 2, 2, 387, 0
"EVENTO:", "Mulher em Trabalho de Parto11333626129054347290121132102045160070785", 3, 3, 2, 2, 387, 1
"EVENTO:", "Soldado Ferido17132007692725152016407562466344110359834", 3, 3, 2, 2, 390, 0
"EVENTO:", "Soldado Ferido17132007692725152016407562466344110359834", 3, 3, 2, 2, 390, 1
"EVENTO:", "Hospital em Chamas7213115792342558326101972355659573993425", 1, 3, 2, 2, 393, 0
"EVENTO:", "Hospital em Chamas7213115792342558326101972355659573993425", 1, 3, 2, 2, 393, 1
"EVENTO:", "Quadrilha15268794308918053078613766928637768017673", 2, 1, 3, 4, 396, 0
"EVENTO:", "Quadrilha15268794308918053078613766928637768017673", 2, 1, 3, 4, 396, 1
"EVENTO:", "Briga1227217737677982056271245711394730364754", 2, 4, 2, 4, 399, 0
"EVENTO:", "Briga1227217737677982056271245711394730364754", 2, 4, 2, 4, 400, 1
"EVENTO:", "Fuga557922402637009434803988367357580507353", 3, 2, 1, 2, 402, 0
"EVENTO:", "Fuga557922402637009434803988367357580507353", 3, 2, 1, 2, 402, 1
"EVENTO:", "Hospital em Chamas716084826302222254816346240706708146979", 2, 1, 3, 4, 405, 0
"EVENTO:", "Hospital em Chamas716084826302222254816346240706708146979", 2, 1, 3, 4, 405, 1
