('EVENTO', 'NOME', 'INTENSIDADE', 'PONTO', 'GRAU_ATUAL', 'GRAU_ORIGINAL', 'RODADAS', 'STATUS')
('EVENTO:', 'V\xc3\xadtima de Acidente19160082853824029385225437589163628889144', 2, 17, 10, 21, 108, 'COMPLETO')
('EVENTO:', 'Quadrilha15259265714866861152371685755969585193720', 1, 50, 7, 22, 111, 'ATIVO')
('EVENTO:', 'Quadrilha15259265714866861152371685755969585193720', 1, 50, 7, 22, 112, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13332651677702734361368223617199818869716', 3, 36, 11, 22, 114, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13332651677702734361368223617199818869716', 3, 36, 11, 22, 116, 'COMPLETO')
('EVENTO:', 'Golpe de Estado66847000776995034777270091974447104658', 2, 35, 11, 22, 117, 'ATIVO')
('EVENTO:', 'Golpe de Estado66847000776995034777270091974447104658', 2, 35, 11, 22, 119, 'COMPLETO')
('EVENTO:', 'Assalto0268416527300616151518015244008113910376', 1, 1, 9, 19, 120, 'ATIVO')
('EVENTO:', 'Assalto0268416527300616151518015244008113910376', 1, 1, 9, 19, 121, 'COMPLETO')
('EVENTO:', 'Corrida de Rua235997560256350105071204928789381860508', 1, 35, 11, 22, 123, 'ATIVO')
('EVENTO:', 'Corrida de Rua235997560256350105071204928789381860508', 1, 35, 11, 22, 125, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas781001547003638156287077697129777746324', 1, 49, 7, 24, 126, 'ATIVO')
('EVENTO:', 'Hospital em Chamas781001547003638156287077697129777746324', 1, 49, 7, 24, 126, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito822398734292863092856454128122679896481', 1, 16, 11, 19, 129, 'ATIVO')
('EVENTO:', 'Individuo Suspeito822398734292863092856454128122679896481', 1, 16, 11, 19, 129, 'COMPLETO')
('EVENTO:', 'Resgate16273529163186876076863762118472330878061', 1, 56, 3, 23, 132, 'ATIVO')
('EVENTO:', 'Resgate16273529163186876076863762118472330878061', 1, 56, 3, 23, 133, 'COMPLETO')
('EVENTO:', 'Quadrilha1558204842789769947756630065578733537043', 3, 11, 11, 28, 135, 'ATIVO')
('EVENTO:', 'Quadrilha1558204842789769947756630065578733537043', 3, 11, 11, 28, 136, 'COMPLETO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3113900853860551392788027376551620386227', 3, 45, 8, 25, 138, 'ATIVO')
('EVENTO:', 'Briga1246485272991729335128544252719049908741', 2, 46, 6, 21, 141, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3113900853860551392788027376551620386227', 3, 45, 8, 25, 141, 'COMPLETO')
('EVENTO:', 'Briga1246485272991729335128544252719049908741', 2, 46, 6, 21, 143, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente19186392312446170843318330003358436485540', 3, 15, 10, 16, 144, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente19186392312446170843318330003358436485540', 3, 15, 10, 16, 146, 'COMPLETO')
('EVENTO:', 'Golpe de Estado6194892811530197782647364383197557893255', 3, 20, 11, 23, 147, 'ATIVO')
('EVENTO:', 'Golpe de Estado6194892811530197782647364383197557893255', 3, 20, 11, 23, 149, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9303863652611388684215061381356873844096', 1, 22, 10, 22, 150, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9303863652611388684215061381356873844096', 1, 22, 10, 22, 150, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9230711009840451506633659343116446416471', 3, 42, 9, 22, 153, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9230711009840451506633659343116446416471', 3, 42, 9, 22, 155, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito817257854074000012137432493924328940509', 1, 8, 9, 23, 156, 'ATIVO')
('EVENTO:', 'Individuo Suspeito817257854074000012137432493924328940509', 1, 8, 9, 23, 158, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas7184612917797261076866807868743099898514', 2, 31, 6, 22, 159, 'ATIVO')
('EVENTO:', 'Hospital em Chamas7184612917797261076866807868743099898514', 2, 31, 6, 22, 160, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14250078968045298384094690058229261023938', 1, 9, 12, 25, 162, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14250078968045298384094690058229261023938', 1, 9, 12, 25, 164, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9131909106568251012227584811218211916725', 2, 53, 3, 19, 165, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9131909106568251012227584811218211916725', 2, 53, 3, 19, 166, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas79072237240174205590942851608791947119', 3, 3, 9, 15, 168, 'ATIVO')
('EVENTO:', 'Hospital em Chamas79072237240174205590942851608791947119', 3, 3, 9, 15, 169, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13154405254579439020858484008653629221654', 1, 6, 11, 29, 171, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13154405254579439020858484008653629221654', 1, 6, 11, 29, 172, 'COMPLETO')
('EVENTO:', 'Golpe de Estado6306800149119376184997453059648886102530', 1, 32, 6, 23, 174, 'ATIVO')
('EVENTO:', 'Golpe de Estado6306800149119376184997453059648886102530', 1, 32, 6, 23, 176, 'COMPLETO')
('EVENTO:', 'Quadrilha15207058020274255835794835754560217599453', 3, 22, 10, 22, 177, 'ATIVO')
('EVENTO:', 'Quadrilha15207058020274255835794835754560217599453', 3, 22, 10, 22, 177, 'COMPLETO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13257814281845136432954887042437750351342', 1, 56, 3, 23, 180, 'ATIVO')
('EVENTO:', 'Opera\xc3\xa7\xc3\xa3o Policial13257814281845136432954887042437750351342', 1, 56, 3, 23, 181, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio494117493187751498096179387621806636872', 3, 53, 3, 19, 183, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio494117493187751498096179387621806636872', 3, 53, 3, 19, 184, 'COMPLETO')
('EVENTO:', 'Resgate167267478178787554083696488718378920727', 2, 57, 4, 21, 186, 'ATIVO')
('EVENTO:', 'Resgate167267478178787554083696488718378920727', 2, 57, 4, 21, 186, 'COMPLETO')
('EVENTO:', 'Mulher em Trabalho de Parto1121841971552848997851679905607846805777', 1, 51, 1, 23, 189, 'ATIVO')
('EVENTO:', 'Mulher em Trabalho de Parto1121841971552848997851679905607846805777', 1, 51, 1, 23, 189, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14295035021607569309681913335549662527390', 1, 13, 11, 28, 192, 'ATIVO')
('EVENTO:', 'Quadrilha15126551701882054000992448638328270393628', 3, 55, 5, 25, 195, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14295035021607569309681913335549662527390', 1, 13, 11, 28, 195, 'COMPLETO')
('EVENTO:', 'Quadrilha15126551701882054000992448638328270393628', 3, 55, 5, 25, 196, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10131442265997289551947240089362549400062', 1, 38, 8, 29, 198, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10131442265997289551947240089362549400062', 1, 38, 8, 29, 198, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito8317866827317149141376475906161780400949', 2, 59, 4, 24, 201, 'ATIVO')
('EVENTO:', 'Individuo Suspeito8317866827317149141376475906161780400949', 2, 59, 4, 24, 203, 'COMPLETO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3246600690157994115423514439933716834065', 1, 55, 5, 25, 204, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o3246600690157994115423514439933716834065', 1, 55, 5, 25, 204, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14281261594363142768829746444124013212656', 2, 2, 9, 24, 207, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14281261594363142768829746444124013212656', 2, 2, 9, 24, 208, 'COMPLETO')
('EVENTO:', 'Assalto0219677514512508925609810156344730228274', 3, 36, 11, 22, 210, 'ATIVO')
('EVENTO:', 'Assalto0219677514512508925609810156344730228274', 3, 36, 11, 22, 212, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas718553589571524264427079980810409666583', 2, 9, 12, 25, 213, 'ATIVO')
('EVENTO:', 'Hospital em Chamas718553589571524264427079980810409666583', 2, 9, 12, 25, 215, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17116277810891968969268206584406213019217', 2, 51, 1, 23, 216, 'ATIVO')
('EVENTO:', 'Soldado Ferido17116277810891968969268206584406213019217', 2, 51, 1, 23, 216, 'COMPLETO')
('EVENTO:', 'Tiroteio18234011032847134789024356964078410073836', 1, 15, 10, 16, 219, 'ATIVO')
('EVENTO:', 'Tiroteio18234011032847134789024356964078410073836', 1, 15, 10, 16, 221, 'COMPLETO')
('EVENTO:', 'Corrida de Rua2163587401426905994106673783432613542252', 3, 8, 9, 23, 222, 'ATIVO')
('EVENTO:', 'Corrida de Rua2163587401426905994106673783432613542252', 3, 8, 9, 23, 224, 'COMPLETO')
('EVENTO:', 'Tiroteio18145666504090481505428421220850471200716', 2, 17, 10, 21, 225, 'ATIVO')
('EVENTO:', 'Tiroteio18145666504090481505428421220850471200716', 2, 17, 10, 21, 225, 'COMPLETO')
('EVENTO:', 'Golpe de Estado6182580804104487678252495319781720311222', 2, 9, 12, 25, 228, 'ATIVO')
('EVENTO:', 'Golpe de Estado6182580804104487678252495319781720311222', 2, 9, 12, 25, 230, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas7211556762936699196677131514338644004658', 1, 48, 6, 17, 231, 'ATIVO')
('EVENTO:', 'Hospital em Chamas7211556762936699196677131514338644004658', 1, 48, 6, 17, 232, 'COMPLETO')
('EVENTO:', 'PM na \xc3\x81rea14285313209650892297216780520103161804632', 2, 6, 11, 29, 234, 'ATIVO')
('EVENTO:', 'PM na \xc3\x81rea14285313209650892297216780520103161804632', 2, 6, 11, 29, 235, 'COMPLETO')
('EVENTO:', 'Resgate1653406466391040781332143354806755602068', 2, 59, 4, 24, 237, 'ATIVO')
('EVENTO:', 'Resgate1653406466391040781332143354806755602068', 2, 59, 4, 24, 239, 'COMPLETO')
('EVENTO:', 'Soldado Ferido17160659225775250135140913973223366406838', 2, 30, 9, 20, 240, 'ATIVO')
('EVENTO:', 'Soldado Ferido17160659225775250135140913973223366406838', 2, 30, 9, 20, 240, 'COMPLETO')
('EVENTO:', 'Individuo Suspeito8232174089466119501753634050060254973099', 1, 52, 7, 27, 243, 'ATIVO')
