('#VERTICES', '#ARESTAS', 'AVG_GRAU_POR_VERTICE', 'AVG_FEROMONIO_ARESTA')
(15, 40, 5.333333333333333, 9.991166265657084e-05)
('#VERTICES', '#ARESTAS', 'AVG_GRAU_POR_VERTICE', 'AVG_FEROMONIO_ARESTA')
(15, 24, 3.2, 9.997571713565857e-05)
