('N_VERTICES', 'CHANCE_ARESTA', 'ALFA', 'BETA', 'ITERACOES FORMIGAS', 'QTD_FORMIGAS', 'QTD_ABELHAS', 'QTD_HQ', 'RODADAS', 'TIPO_ALG_FORMIGAS', 'REDUZ_GRAFO', 'CALCULA_CAM_ABELHA')
(105, 0.8, 0.3, 2.7, 50, 20, 2, 21, 1000, 1, 1, 1)
